mineral name,point group,space group
Zhangpeishanite,4/m2/m2/m,P4/nmm
Zharchikhite,2/m,P21/a
Zheshengite,1,P1
Zhiqinite,2/m2/m2/m,Fddd
Ziesite,2/m; 1,C2/c; P1
Zigrasite,1,P1
Zimbabweite,2/m2/m2/m,Ccmb
Ziminaite,1,P1
Zinc,6/m2/m2/m,P63/mmc
Zincalstibite,3; 3,R3; P3
Zincgartrellite,1,P1
Zincite,6mm,P63mc
Zincoberaunite,2/m,C2/c
Zincobotryogen,2/m,P21/n
Zincobradaczekite,2/m,C2/c
Zincobriartite,42m,I42m
Zincochromite,4/m32/m,Fd3m
Zincocopiapite,1,P1
Zincohogbomite-2N2S,6mm,P63mc
Zincohogbomite-2N6S,6mm,P63mc
Zincolibethenite,2/m2/m2/m,Pnnm
Zincolivenite,2/m2/m2/m,Pnnm
Zincomenite,2/m2/m2/m,Pbca
Zinconigerite-2N1S,32/m2/m,P3m1
Zinconigerite-6N6S,32/m2/m,R3m
Zincospiroffite,2/m,C2/c
Zincostaurolite,2/m,C2/m
Zincostrunzite,1,P1
Zincovelesite-6N6S,32/m2/m,P3m1
Zincovoltaite,4/m32/m,Fd3c
Zincowoodwardite,3,P3
Zincroselite,2/m,P21/c
Zinczippeite,2/m,C2/m
Zinkenite,6,P63
Zinkosite,2/m2/m2/m,Pnma
Zippeite,2/m; 2; 2/m; 2/m2/m2/m,C2/c; C2; C2/m; Cmca
Zircon,4/m2/m2/m,I41/amd
Zirconolite,2/m; 322; 2/m2/m2/m,C2/c; P3121; Acam
Zircosulfate,2/m2/m2/m,Fddd
Zirkelite,2/m; 322,C2/c; P3121
Zirsilite-(Ce),3mm,R3m
Zirsinalite,32/m2/m,R3c
Zlatogorite,32/m2/m,P3m1
Znamenskyite,2/m2/m2/m,Pbam
Znucalite,1,P1
Zoharite,4/m32/m,Pm3m
Zoisite,2/m2/m2/m,Pnma
Zoisite-(Pb),2/m2/m2/m,Pnma
Zolenskyite,2/m,C2/m
Zolotarevite,32/m2/m,R3m
Zoltaiite,3,P3
Zorite,2/m2/m2/m,Cmmm
Zubkovaite,2,C2
Zugshunstite-(Ce),2/m,C2/c
Zuktamrurite,2/m2/m2/m,Pnnm
Zunyite,43m,F43m
Zussmanite,3,R3
Zvestovite-(Zn),43m,I43m
Zvyaginite,1,P1
Zvyagintsevite,4/m32/m,Pm3m
Zwieselite,2/m,I2/a
